Route,Stop,Stops away,Distance
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,11,1.44
B57,SMITH ST/UNION ST,10,1.32
B57,SMITH ST/UNION ST,9,1.14
B57,SMITH ST/UNION ST,7,0.95
B57,SMITH ST/UNION ST,6,0.76
B57,SMITH ST/UNION ST,5,0.66
B57,SMITH ST/UNION ST,4,0.55
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,1,0.31
B57,SMITH ST/UNION ST,1,0.2
B57,SMITH ST/UNION ST,0,0.08
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,11,1.39
B57,SMITH ST/UNION ST,11,1.33
B57,SMITH ST/UNION ST,10,1.22
B57,SMITH ST/UNION ST,9,1.18
B57,SMITH ST/UNION ST,8,1.05
B57,SMITH ST/UNION ST,8,1.01
B57,SMITH ST/UNION ST,7,0.93
B57,SMITH ST/UNION ST,6,0.79
B57,SMITH ST/UNION ST,6,0.76
B57,SMITH ST/UNION ST,5,0.67
B57,SMITH ST/UNION ST,4,0.55
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,2,0.31
B57,SMITH ST/UNION ST,1,0.25
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.06
B57,SMITH ST/UNION ST,11,1.32
B57,SMITH ST/UNION ST,10,1.19
B57,SMITH ST/UNION ST,8,1.01
B57,SMITH ST/UNION ST,6,0.83
B57,SMITH ST/UNION ST,6,0.77
B57,SMITH ST/UNION ST,6,0.77
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.68
B57,SMITH ST/UNION ST,4,0.59
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,1,0.28
B57,SMITH ST/UNION ST,1,0.23
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.04
B57,SMITH ST/UNION ST,7,0.94
B57,SMITH ST/UNION ST,6,0.79
B57,SMITH ST/UNION ST,6,0.78
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.69
B57,SMITH ST/UNION ST,3,0.5
B57,SMITH ST/UNION ST,1,0.26
B57,SMITH ST/UNION ST,0,0.15
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,11,1.39
B57,SMITH ST/UNION ST,11,1.33
B57,SMITH ST/UNION ST,10,1.25
B57,SMITH ST/UNION ST,9,1.16
B57,SMITH ST/UNION ST,8,1.01
B57,SMITH ST/UNION ST,7,0.91
B57,SMITH ST/UNION ST,6,0.76
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.63
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,1,0.27
B57,SMITH ST/UNION ST,1,0.22
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.01
B57,SMITH ST/UNION ST,24,2.77
B57,SMITH ST/UNION ST,24,2.63
B57,SMITH ST/UNION ST,23,2.58
B57,SMITH ST/UNION ST,23,2.52
B57,SMITH ST/UNION ST,22,2.5
B57,SMITH ST/UNION ST,11,1.32
B57,SMITH ST/UNION ST,10,1.26
B57,SMITH ST/UNION ST,10,1.19
B57,SMITH ST/UNION ST,9,1.1
B57,SMITH ST/UNION ST,7,0.97
B57,SMITH ST/UNION ST,6,0.76
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.67
B57,SMITH ST/UNION ST,4,0.54
B57,SMITH ST/UNION ST,3,0.5
B57,SMITH ST/UNION ST,1,0.26
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.02
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,11,1.43
B57,SMITH ST/UNION ST,11,1.32
B57,SMITH ST/UNION ST,10,1.22
B57,SMITH ST/UNION ST,10,1.19
B57,SMITH ST/UNION ST,9,1.1
B57,SMITH ST/UNION ST,7,0.92
B57,SMITH ST/UNION ST,6,0.78
B57,SMITH ST/UNION ST,5,0.75
B57,SMITH ST/UNION ST,5,0.67
B57,SMITH ST/UNION ST,3,0.5
B57,SMITH ST/UNION ST,3,0.45
B57,SMITH ST/UNION ST,1,0.25
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.11
B57,SMITH ST/UNION ST,0,0.02
B57,SMITH ST/UNION ST,5,0.63
B57,SMITH ST/UNION ST,4,0.55
B57,SMITH ST/UNION ST,4,0.52
B57,SMITH ST/UNION ST,3,0.48
B57,SMITH ST/UNION ST,3,0.48
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.02
B57,SMITH ST/UNION ST,13,1.66
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,11,1.42
B57,SMITH ST/UNION ST,10,1.29
B57,SMITH ST/UNION ST,9,1.09
B57,SMITH ST/UNION ST,7,0.94
B57,SMITH ST/UNION ST,6,0.76
B57,SMITH ST/UNION ST,5,0.66
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,1,0.26
B57,SMITH ST/UNION ST,0,0.11
B57,SMITH ST/UNION ST,0,0.02
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,11,1.41
B57,SMITH ST/UNION ST,10,1.27
B57,SMITH ST/UNION ST,9,1.15
B57,SMITH ST/UNION ST,9,1.09
B57,SMITH ST/UNION ST,7,0.91
B57,SMITH ST/UNION ST,6,0.82
B57,SMITH ST/UNION ST,5,0.71
B57,SMITH ST/UNION ST,4,0.56
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,2,0.32
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.1
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,11,1.37
B57,SMITH ST/UNION ST,9,1.12
B57,SMITH ST/UNION ST,7,0.92
B57,SMITH ST/UNION ST,6,0.75
B57,SMITH ST/UNION ST,5,0.7
B57,SMITH ST/UNION ST,4,0.59
B57,SMITH ST/UNION ST,4,0.55
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,1,0.26
B57,SMITH ST/UNION ST,0,0.17
B57,SMITH ST/UNION ST,15,1.76
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,11,1.54
B57,SMITH ST/UNION ST,10,1.29
B57,SMITH ST/UNION ST,8,1.01
B57,SMITH ST/UNION ST,7,0.93
B57,SMITH ST/UNION ST,6,0.81
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.68
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,1,0.3
B57,SMITH ST/UNION ST,0,0.17
B57,SMITH ST/UNION ST,24,2.63
B57,SMITH ST/UNION ST,23,2.53
B57,SMITH ST/UNION ST,22,2.48
B57,SMITH ST/UNION ST,20,2.25
B57,SMITH ST/UNION ST,19,2.12
B57,SMITH ST/UNION ST,18,2.06
B57,SMITH ST/UNION ST,17,1.97
B57,SMITH ST/UNION ST,16,1.86
B57,SMITH ST/UNION ST,14,1.74
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,12,1.55
B57,SMITH ST/UNION ST,11,1.54
B57,SMITH ST/UNION ST,11,1.54
B57,SMITH ST/UNION ST,11,1.54
B57,SMITH ST/UNION ST,11,1.54
B57,SMITH ST/UNION ST,11,1.33
B57,SMITH ST/UNION ST,10,1.22
B57,SMITH ST/UNION ST,8,1.02
B57,SMITH ST/UNION ST,6,0.83
B57,SMITH ST/UNION ST,6,0.75
B57,SMITH ST/UNION ST,6,0.75
B57,SMITH ST/UNION ST,5,0.72
B57,SMITH ST/UNION ST,4,0.54
B57,SMITH ST/UNION ST,3,0.5
B57,SMITH ST/UNION ST,1,0.24
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.02
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,11,1.53
B57,SMITH ST/UNION ST,11,1.32
B57,SMITH ST/UNION ST,10,1.21
B57,SMITH ST/UNION ST,8,1.03
B57,SMITH ST/UNION ST,6,0.82
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.69
B57,SMITH ST/UNION ST,3,0.51
B57,SMITH ST/UNION ST,1,0.31
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.05
B57,SMITH ST/UNION ST,30,3.48
B57,SMITH ST/UNION ST,29,3.28
B57,SMITH ST/UNION ST,28,3.15
B57,SMITH ST/UNION ST,28,3.13
B57,SMITH ST/UNION ST,27,3
B57,SMITH ST/UNION ST,26,2.92
B57,SMITH ST/UNION ST,26,2.9
B57,SMITH ST/UNION ST,26,2.9
B57,SMITH ST/UNION ST,24,2.67
B57,SMITH ST/UNION ST,23,2.53
B57,SMITH ST/UNION ST,21,2.46
B57,SMITH ST/UNION ST,20,2.35
B57,SMITH ST/UNION ST,20,2.23
B57,SMITH ST/UNION ST,18,2.11
B57,SMITH ST/UNION ST,17,1.98
B57,SMITH ST/UNION ST,15,1.85
B57,SMITH ST/UNION ST,14,1.73
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,11,1.54
B57,SMITH ST/UNION ST,11,1.34
B57,SMITH ST/UNION ST,10,1.26
B57,SMITH ST/UNION ST,10,1.19
B57,SMITH ST/UNION ST,8,1.05
B57,SMITH ST/UNION ST,7,0.89
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.7
B57,SMITH ST/UNION ST,3,0.52
B57,SMITH ST/UNION ST,1,0.28
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,11,1.39
B57,SMITH ST/UNION ST,10,1.23
B57,SMITH ST/UNION ST,9,1.18
B57,SMITH ST/UNION ST,8,1.04
B57,SMITH ST/UNION ST,7,0.92
B57,SMITH ST/UNION ST,6,0.76
B57,SMITH ST/UNION ST,5,0.63
B57,SMITH ST/UNION ST,3,0.5
B57,SMITH ST/UNION ST,2,0.32
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,0,0.03
B57,SMITH ST/UNION ST,22,2.5
B57,SMITH ST/UNION ST,19,2.22
B57,SMITH ST/UNION ST,17,1.99
B57,SMITH ST/UNION ST,15,1.84
B57,SMITH ST/UNION ST,15,1.76
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,11,1.35
B57,SMITH ST/UNION ST,10,1.23
B57,SMITH ST/UNION ST,7,1
B57,SMITH ST/UNION ST,6,0.82
B57,SMITH ST/UNION ST,5,0.7
B57,SMITH ST/UNION ST,5,0.6
B57,SMITH ST/UNION ST,3,0.43
B57,SMITH ST/UNION ST,3,0.43
B57,SMITH ST/UNION ST,48,6.46
B57,SMITH ST/UNION ST,48,6.46
B57,SMITH ST/UNION ST,47,6.44
B57,SMITH ST/UNION ST,47,6.32
B57,SMITH ST/UNION ST,47,6.27
B57,SMITH ST/UNION ST,46,6.24
B57,SMITH ST/UNION ST,46,6.17
B57,SMITH ST/UNION ST,46,6.17
B57,SMITH ST/UNION ST,44,6.08
B57,SMITH ST/UNION ST,44,5.93
B57,SMITH ST/UNION ST,43,5.58
B57,SMITH ST/UNION ST,42,5.38
B57,SMITH ST/UNION ST,40,5.04
B57,SMITH ST/UNION ST,39,4.81
B57,SMITH ST/UNION ST,38,4.73
B57,SMITH ST/UNION ST,37,4.56
B57,SMITH ST/UNION ST,37,4.35
B57,SMITH ST/UNION ST,36,4.11
B57,SMITH ST/UNION ST,34,4.03
B57,SMITH ST/UNION ST,34,3.96
B57,SMITH ST/UNION ST,34,3.96
B57,SMITH ST/UNION ST,33,3.83
B57,SMITH ST/UNION ST,33,3.76
B57,SMITH ST/UNION ST,32,3.63
B57,SMITH ST/UNION ST,30,3.46
B57,SMITH ST/UNION ST,28,3.2
B57,SMITH ST/UNION ST,25,2.79
B57,SMITH ST/UNION ST,24,2.69
B57,SMITH ST/UNION ST,22,2.51
B57,SMITH ST/UNION ST,22,2.51
B57,SMITH ST/UNION ST,19,2.21
B57,SMITH ST/UNION ST,17,1.98
B57,SMITH ST/UNION ST,15,1.84
B57,SMITH ST/UNION ST,14,1.7
B57,SMITH ST/UNION ST,14,1.69
B57,SMITH ST/UNION ST,14,1.69
B57,SMITH ST/UNION ST,14,1.69
B57,SMITH ST/UNION ST,14,1.69
B57,SMITH ST/UNION ST,14,1.69
B57,SMITH ST/UNION ST,14,1.69
B57,SMITH ST/UNION ST,14,1.69
B57,SMITH ST/UNION ST,13,1.63
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,11,1.51
B57,SMITH ST/UNION ST,11,1.37
B57,SMITH ST/UNION ST,10,1.23
B57,SMITH ST/UNION ST,10,1.19
B57,SMITH ST/UNION ST,8,1.01
B57,SMITH ST/UNION ST,7,0.87
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.7
B57,SMITH ST/UNION ST,4,0.55
B57,SMITH ST/UNION ST,2,0.4
B57,SMITH ST/UNION ST,1,0.26
B57,SMITH ST/UNION ST,0,0.11
B57,SMITH ST/UNION ST,48,6.49
B57,SMITH ST/UNION ST,48,6.47
B57,SMITH ST/UNION ST,47,6.38
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,11,1.4
B57,SMITH ST/UNION ST,10,1.24
B57,SMITH ST/UNION ST,8,1.07
B57,SMITH ST/UNION ST,6,0.84
B57,SMITH ST/UNION ST,5,0.7
B57,SMITH ST/UNION ST,4,0.54
B57,SMITH ST/UNION ST,2,0.36
B57,SMITH ST/UNION ST,1,0.24
B57,SMITH ST/UNION ST,0,0.01
B57,SMITH ST/UNION ST,27,3.01
B57,SMITH ST/UNION ST,25,2.83
B57,SMITH ST/UNION ST,23,2.53
B57,SMITH ST/UNION ST,21,2.44
B57,SMITH ST/UNION ST,19,2.15
B57,SMITH ST/UNION ST,17,1.97
B57,SMITH ST/UNION ST,16,1.86
B57,SMITH ST/UNION ST,14,1.73
B57,SMITH ST/UNION ST,13,1.66
B57,SMITH ST/UNION ST,13,1.61
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,11,1.35
B57,SMITH ST/UNION ST,10,1.22
B57,SMITH ST/UNION ST,9,1.1
B57,SMITH ST/UNION ST,6,0.8
B57,SMITH ST/UNION ST,5,0.68
B57,SMITH ST/UNION ST,4,0.58
B57,SMITH ST/UNION ST,3,0.42
B57,SMITH ST/UNION ST,0,0.02
B57,SMITH ST/UNION ST,17,2
B57,SMITH ST/UNION ST,15,1.83
B57,SMITH ST/UNION ST,48,6.52
B57,SMITH ST/UNION ST,48,6.46
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,13,1.6
B57,SMITH ST/UNION ST,11,1.48
B57,SMITH ST/UNION ST,10,1.23
B57,SMITH ST/UNION ST,8,1.04
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,4,0.54
B57,SMITH ST/UNION ST,3,0.48
B57,SMITH ST/UNION ST,1,0.24
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,11,1.5
B57,SMITH ST/UNION ST,10,1.24
B57,SMITH ST/UNION ST,8,1.03
B57,SMITH ST/UNION ST,6,0.78
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,4,0.54
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,13,1.59
B57,SMITH ST/UNION ST,11,1.47
B57,SMITH ST/UNION ST,10,1.27
B57,SMITH ST/UNION ST,8,1.08
B57,SMITH ST/UNION ST,7,0.91
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,4,0.56
B57,SMITH ST/UNION ST,3,0.5
B57,SMITH ST/UNION ST,1,0.24
B57,SMITH ST/UNION ST,26,2.9
B57,SMITH ST/UNION ST,23,2.54
B57,SMITH ST/UNION ST,21,2.46
B57,SMITH ST/UNION ST,19,2.22
B57,SMITH ST/UNION ST,17,1.96
B57,SMITH ST/UNION ST,15,1.8
B57,SMITH ST/UNION ST,13,1.58
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,11,1.54
B57,SMITH ST/UNION ST,11,1.36
B57,SMITH ST/UNION ST,10,1.19
B57,SMITH ST/UNION ST,7,0.97
B57,SMITH ST/UNION ST,6,0.78
B57,SMITH ST/UNION ST,5,0.73
B57,SMITH ST/UNION ST,4,0.56
B57,SMITH ST/UNION ST,2,0.35
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,47,6.44
B57,SMITH ST/UNION ST,47,6.3
B57,SMITH ST/UNION ST,47,6.3
B57,SMITH ST/UNION ST,45,6.12
B57,SMITH ST/UNION ST,44,6.08
B57,SMITH ST/UNION ST,43,5.67
B57,SMITH ST/UNION ST,42,5.43
B57,SMITH ST/UNION ST,40,5.05
B57,SMITH ST/UNION ST,39,4.94
B57,SMITH ST/UNION ST,39,4.8
B57,SMITH ST/UNION ST,38,4.74
B57,SMITH ST/UNION ST,37,4.51
B57,SMITH ST/UNION ST,37,4.36
B57,SMITH ST/UNION ST,35,4.05
B57,SMITH ST/UNION ST,34,3.97
B57,SMITH ST/UNION ST,34,3.96
B57,SMITH ST/UNION ST,33,3.89
B57,SMITH ST/UNION ST,33,3.88
B57,SMITH ST/UNION ST,33,3.88
B57,SMITH ST/UNION ST,33,3.88
B57,SMITH ST/UNION ST,27,3.11
B57,SMITH ST/UNION ST,25,2.78
B57,SMITH ST/UNION ST,22,2.5
B57,SMITH ST/UNION ST,22,2.5
B57,SMITH ST/UNION ST,20,2.27
B57,SMITH ST/UNION ST,17,1.96
B57,SMITH ST/UNION ST,15,1.83
B57,SMITH ST/UNION ST,15,1.76
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,13,1.56
B57,SMITH ST/UNION ST,11,1.51
B57,SMITH ST/UNION ST,11,1.33
B57,SMITH ST/UNION ST,10,1.22
B57,SMITH ST/UNION ST,9,1.1
B57,SMITH ST/UNION ST,6,0.79
B57,SMITH ST/UNION ST,5,0.74
B57,SMITH ST/UNION ST,5,0.68
B57,SMITH ST/UNION ST,4,0.54
B57,SMITH ST/UNION ST,1,0.2
B57,SMITH ST/UNION ST,0,0.16
B57,SMITH ST/UNION ST,34,3.96
B57,SMITH ST/UNION ST,33,3.9
B57,SMITH ST/UNION ST,33,3.77
B57,SMITH ST/UNION ST,33,3.71
B57,SMITH ST/UNION ST,31,3.53
B57,SMITH ST/UNION ST,28,3.13
B57,SMITH ST/UNION ST,24,2.76
B57,SMITH ST/UNION ST,23,2.52
B57,SMITH ST/UNION ST,21,2.38
B57,SMITH ST/UNION ST,20,2.28
B57,SMITH ST/UNION ST,19,2.18
B57,SMITH ST/UNION ST,17,1.99
B57,SMITH ST/UNION ST,15,1.84
B57,SMITH ST/UNION ST,14,1.73
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,11,1.32
B57,SMITH ST/UNION ST,10,1.31
B57,SMITH ST/UNION ST,10,1.19
B57,SMITH ST/UNION ST,8,1.01
B57,SMITH ST/UNION ST,7,0.86
B57,SMITH ST/UNION ST,5,0.66
B57,SMITH ST/UNION ST,3,0.5
B57,SMITH ST/UNION ST,2,0.32
B57,SMITH ST/UNION ST,1,0.2
B57,SMITH ST/UNION ST,0,0.15
B57,SMITH ST/UNION ST,0,0.01
B57,SMITH ST/UNION ST,14,1.73
B57,SMITH ST/UNION ST,14,1.68
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,13,1.55
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,12,1.54
B57,SMITH ST/UNION ST,11,1.34
B57,SMITH ST/UNION ST,10,1.23
B57,SMITH ST/UNION ST,9,1.14
